County,State,GEO_ID,Total Population,Minority Population,ratio_income_poverty (above 200% FPL),Total Bachelors Degree,Est Speak English Less than Well,Per Capita Income,Est Civilians Insured,Est Percent Civilians Insured,Percent Households without Vehicle,Household Level - More People than Rooms (%)
Boone County,Arkansas,0500000US05009,37288,1445,21159.0,2720,49,23998.0,34358,93.2,0.05554808338937458,0.010087424344317418
Independence County,Arkansas,0500000US05063,37264,3012,21115.0,3048,756,23426.0,33635,91.4,0.043243622091393326,0.009181384917297449
Grant County,Arkansas,0500000US05053,18086,904,11326.0,1454,70,25907.0,17011,95.0,0.02536873156342183,0.015634218289085546
Faulkner County,Arkansas,0500000US05045,122416,21764,74552.0,13973,1244,26163.0,109392,90.3,0.04839550969497675,0.00843633064973353
Marion County,Arkansas,0500000US05089,16438,633,8668.0,1350,20,19710.0,15183,93.0,0.06387764282501125,0.01064627380416854
Searcy County,Arkansas,0500000US05129,7923,502,3820.0,502,23,20709.0,7259,92.7,0.07184347294405381,0.0064200550290431065
Crawford County,Arkansas,0500000US05033,62472,7276,36481.0,4416,951,23851.0,56313,91.1,0.03911227374372389,0.01426100164550019
Hot Spring County,Arkansas,0500000US05059,33520,5174,18127.0,2354,188,21064.0,28770,91.5,0.05825321160216531,0.011553688292801163
Madison County,Arkansas,0500000US05087,16076,971,8964.0,761,300,23875.0,14167,88.6,0.05439870863599677,0.01646489104116223
Howard County,Arkansas,0500000US05061,13389,4425,6910.0,996,560,24590.0,12015,90.9,0.08241758241758242,0.015894819466248038
Mississippi County,Arkansas,0500000US05093,42831,16968,20317.0,2180,441,20879.0,38756,92.1,0.09805779251539555,0.007401705352913311
Union County,Arkansas,0500000US05139,39732,14247,23033.0,4068,389,24522.0,35173,89.4,0.048101106639839034,0.015153420523138833
Geauga County,Ohio,0500000US39055,93961,3073,74925.0,15763,619,42149.0,85005,91.2,0.09165367719994331,0.01694771149213547
Monroe County,Ohio,0500000US39111,14090,249,8623.0,750,8,25141.0,12997,93.2,0.08040370058873003,0.007401177460050462
Lake County,Ohio,0500000US39085,230052,20104,175701.0,29206,3730,33737.0,216395,94.9,0.04780162533861221,0.0019587414044592625
Clark County,Ohio,0500000US39023,135198,17904,82302.0,10517,1533,25948.0,124314,93.2,0.08243329387123213,0.005973955013204626
Holmes County,Ohio,0500000US39075,43859,721,29728.0,1581,875,22923.0,26021,60.5,0.29532845541529307,0.03835330063520141
Warren County,Ohio,0500000US39165,226564,25917,186591.0,40139,2474,39448.0,210028,95.8,0.03062583222370173,0.0025531706959527967
Ashland County,Ohio,0500000US39005,53477,1805,34561.0,4719,593,25471.0,48232,91.3,0.06903468858554723,0.009736288468124663
Seminole County,Oklahoma,0500000US40133,25071,7991,12544.0,1522,238,20460.0,19794,80.4,0.06842333550206028,0.027325959661678594
Blaine County,Oklahoma,0500000US40011,9634,2018,5238.0,808,645,25708.0,7160,87.5,0.03300921187308086,0.013561924257932446
Coal County,Oklahoma,0500000US40029,5618,1677,3149.0,401,20,24399.0,4294,77.4,0.0836314847942755,0.013416815742397137
Kingfisher County,Oklahoma,0500000US40073,15618,2699,10671.0,1620,822,32049.0,13732,88.9,0.028099754127151388,0.0184404636459431
Marshall County,Oklahoma,0500000US40095,16376,4882,9148.0,1154,733,23872.0,13282,82.2,0.04246794871794872,0.011378205128205128
Nowata County,Oklahoma,0500000US40105,10383,3323,5808.0,551,54,22147.0,8415,82.5,0.04676787463271303,0.007835455435847209
Rogers County,Oklahoma,0500000US40131,90814,22873,65488.0,10515,989,30886.0,79931,89.1,0.02937420178799489,0.014396841983048879
Alfalfa County,Oklahoma,0500000US40003,5857,1311,3491.0,622,65,27871.0,4252,89.2,0.0296220633299285,0.009703779366700716
Cleveland County,Oklahoma,0500000US40027,276733,60935,187772.0,35515,5386,30507.0,244483,90.2,0.03770320372658998,0.012063884399657762
Atoka County,Oklahoma,0500000US40005,13874,3770,6605.0,1019,52,20733.0,10173,82.5,0.06450396076952093,0.011127876273104489
Dewey County,Oklahoma,0500000US40043,4918,538,2797.0,586,74,27432.0,3933,81.6,0.0205761316872428,0.006466784244562022
Logan County,Oklahoma,0500000US40083,46044,7895,31308.0,5502,707,29387.0,40180,88.0,0.03076923076923077,0.01034152569422279
Washington County,Oklahoma,0500000US40147,52001,11723,33246.0,6966,755,30267.0,44709,86.6,0.05627328591474331,0.007016015870711763
Haskell County,Oklahoma,0500000US40061,12704,3417,6632.0,964,102,21280.0,10307,81.5,0.05694901315789474,0.01870888157894737
Okmulgee County,Oklahoma,0500000US40111,38889,13580,20725.0,2507,96,22400.0,32108,84.0,0.07132628707807706,0.012137742925332424
Jefferson County,Oklahoma,0500000US40067,6223,953,2800.0,441,99,19155.0,4945,81.4,0.061681453316434307,0.008871989860583017
Garvin County,Oklahoma,0500000US40049,27823,4621,16023.0,1865,783,23020.0,23270,84.4,0.045179856115107914,0.011414868105515587
Pontotoc County,Oklahoma,0500000US40123,38358,11768,23308.0,4279,460,24683.0,31487,83.2,0.05566392643165668,0.006130695276577957
Hughes County,Oklahoma,0500000US40063,13460,4381,6412.0,755,120,20438.0,9486,79.6,0.0537687208445863,0.011293886570095753
Comanche County,Oklahoma,0500000US40031,122561,45106,70868.0,10467,1761,26149.0,95422,86.9,0.07446608777282328,0.004834545881248533
Pawnee County,Oklahoma,0500000US40117,16428,3489,9610.0,1177,42,23916.0,13799,84.8,0.037389202256244966,0.021434327155519742
Douglas County,Oregon,0500000US41019,108323,8106,64273.0,8447,846,25602.0,100609,93.5,0.0672056145338249,0.016323901745658065
Polk County,Oregon,0500000US41053,81427,9787,53029.0,9593,3376,27492.0,75896,93.7,0.049339889532534015,0.0061969554088643405
Deschutes County,Oregon,0500000US41017,180640,11757,131365.0,28547,3266,34187.0,164580,91.4,0.034772529701535784,0.009810820880076168
Yamhill County,Oregon,0500000US41071,103820,12133,68331.0,11936,4671,29141.0,95004,93.6,0.046302179738652374,0.0216316269304086
Klamath County,Oregon,0500000US41035,66310,7961,35595.0,5830,1750,24296.0,60097,91.5,0.06725786438946062,0.011604992336325816
Benton County,Oregon,0500000US41003,89780,12894,54529.0,15791,2219,32297.0,84469,94.4,0.07100068461889548,0.005134641716111364
Crook County,Oregon,0500000US41013,22337,1612,12827.0,1907,331,25128.0,20543,92.2,0.04090373701681122,0.011029018096155906
Harney County,Oregon,0500000US41025,7228,657,4292.0,585,46,25871.0,6635,93.2,0.04212860310421286,0.027874564459930314
Wallowa County,Oregon,0500000US41063,6924,342,4360.0,843,78,28960.0,6401,93.8,0.06729857819905213,0.016113744075829384
Wheeler County,Oregon,0500000US41069,1426,88,682.0,114,29,21375.0,1334,93.5,0.046898638426626324,0.006051437216338881
Coos County,Oregon,0500000US41011,63308,7397,36965.0,5071,418,26610.0,57592,92.2,0.08430930930930931,0.011636636636636636
Hood River County,Oregon,0500000US41027,23131,3100,15967.0,2747,2517,32581.0,21065,91.4,0.05562712261388921,0.013818948354608267
Multnomah County,Oregon,0500000US41051,798647,177208,534367.0,156146,45774,36868.0,736937,92.9,0.1272362470804552,0.008864234955026586
Franklin County,Pennsylvania,0500000US42055,153751,10908,109118.0,13425,2172,29748.0,137523,90.2,0.0598903836571998,0.006111941537950506
Bedford County,Pennsylvania,0500000US42009,48611,1172,31731.0,2971,156,25163.0,44701,92.8,0.056927925180441194,0.011639727559215208
Somerset County,Pennsylvania,0500000US42111,74949,3585,46213.0,5710,345,25294.0,64868,92.6,0.07688164804093174,0.007809344284367847
York County,Pennsylvania,0500000US42133,444014,49772,323791.0,48849,7835,31468.0,414144,94.4,0.05808086706687533,0.005039592628062881
Bradford County,Pennsylvania,0500000US42015,61304,1886,40456.0,5077,205,27319.0,56603,93.2,0.07363372561663711,0.008786071255843946
Chester County,Pennsylvania,0500000US42029,517156,75830,423210.0,107939,15858,48225.0,481895,94.1,0.04663171441832989,0.004852525423013629
Indiana County,Pennsylvania,0500000US42063,85755,4585,51001.0,7388,854,25276.0,77029,91.3,0.08892954089460639,0.008792635430190016
Washington County,Pennsylvania,0500000US42125,207547,13319,152739.0,28781,817,34244.0,197515,96.0,0.07606420927467301,0.0043757431629013075
Pike County,Pennsylvania,0500000US42103,55498,6069,41166.0,7082,1310,33111.0,51834,94.0,0.039870147684147955,0.005852498742627223
Lehigh County,Pennsylvania,0500000US42077,362613,78023,248612.0,44173,19822,32252.0,332490,93.0,0.0888644136571793,0.005282302475218828
Clarion County,Pennsylvania,0500000US42031,38827,1340,23749.0,3427,206,24293.0,35353,92.0,0.09011627906976744,0.005308392315470172
Clearfield County,Pennsylvania,0500000US42033,80216,4035,47217.0,5624,842,23743.0,70482,94.3,0.07671696066860187,0.008740310695715972
Lycoming County,Pennsylvania,0500000US42081,114859,9325,72956.0,12092,527,26867.0,105046,94.1,0.09063773231365885,0.006165980347299388
Warren County,Pennsylvania,0500000US42123,40035,925,25865.0,3794,202,27593.0,37291,94.7,0.0648711943793911,0.006206088992974239
Elk County,Pennsylvania,0500000US42047,30608,608,21270.0,2923,46,28476.0,29325,96.9,0.07357762074743207,0.0014569825890580607
Mercer County,Pennsylvania,0500000US42085,112630,9878,70948.0,11432,591,26561.0,101706,93.6,0.09641957069609802,0.007669244807508473
Sullivan County,Pennsylvania,0500000US42113,6177,368,3801.0,575,37,28665.0,5477,91.4,0.05880191106210952,0.0011025358324145535
Kent County,RhodeIsland,0500000US44003,163861,12998,128434.0,24424,2432,38039.0,156629,96.3,0.058925224819490654,0.0061743640405038285
Washington County,RhodeIsland,0500000US44009,126242,8862,97238.0,21935,1220,41000.0,121195,96.8,0.04538698051353057,0.003665166663272994
Oconee County,SouthCarolina,0500000US45073,76696,9338,46250.0,8120,1518,28076.0,66880,87.8,0.06260607203469734,0.007542900245144258
Allendale County,SouthCarolina,0500000US45005,9214,7049,3132.0,486,45,14744.0,7116,87.9,0.2026865671641791,0.005970149253731343
Chester County,SouthCarolina,0500000US45023,32326,12725,16977.0,2191,126,21240.0,28952,90.0,0.08150646430578977,0.006905966433791055
Marion County,SouthCarolina,0500000US45067,31562,19030,15137.0,2130,423,19992.0,27274,86.7,0.12099150632691974,0.000953371468192061
Charleston County,SouthCarolina,0500000US45019,394708,125366,267402.0,76472,6723,37801.0,345515,89.2,0.0678736212471722,0.0053041244360373715
Marlboro County,SouthCarolina,0500000US45069,27131,15882,11816.0,1136,279,17034.0,21321,88.2,0.12959098497495827,0.017424874791318865
Cherokee County,SouthCarolina,0500000US45021,56711,14018,30669.0,3517,452,21432.0,50225,89.0,0.09178815098414568,0.00525204928091101
Jasper County,SouthCarolina,0500000US45053,27900,13323,13902.0,2153,1981,22406.0,22563,82.4,0.05710278501302344,0.004808655580044079
Lee County,SouthCarolina,0500000US45061,17606,11853,7282.0,972,88,17544.0,14415,89.8,0.10429447852760736,0.008966493629070316
Spartanburg County,SouthCarolina,0500000US45083,302195,80351,184640.0,30932,8405,26072.0,265412,89.1,0.06298848569434752,0.012124912770411724
Beaufort County,SouthCarolina,0500000US45013,182658,45185,125855.0,30691,7222,36306.0,154914,88.6,0.04619938533006642,0.005367739742518448
Saluda County,SouthCarolina,0500000US45081,20299,7086,10796.0,1500,1400,22174.0,17329,86.5,0.06046318125086673,0.011648869782277077
Hutchinson County,SouthDakota,0500000US46067,7315,282,5183.0,970,22,27995.0,6686,94.4,0.0517120894479385,0.002795248078266946
Buffalo County,SouthDakota,0500000US46017,2053,1801,572.0,85,10,11471.0,1183,57.6,0.11170212765957446,0.02304964539007092
Dewey County,SouthDakota,0500000US46041,5779,4609,2420.0,380,0,16967.0,4080,71.2,0.08158368326334733,0.03779244151169766
Hughes County,SouthDakota,0500000US46065,17617,2847,12851.0,3046,167,33810.0,15505,93.4,0.07554485893836074,0.005883139457146677
Sanborn County,SouthDakota,0500000US46111,2388,84,1688.0,243,16,32404.0,2145,92.7,0.019980970504281638,0.0019029495718363464
Hand County,SouthDakota,0500000US46059,3301,45,2363.0,412,0,33865.0,3077,94.8,0.029644268774703556,0.002635046113306983
Yankton County,SouthDakota,0500000US46135,22717,1798,14622.0,2820,191,31986.0,20047,93.8,0.059194358371620896,0.0014958863126402393
Beadle County,SouthDakota,0500000US46005,18374,3099,12213.0,1880,1596,26316.0,16853,93.4,0.035392535392535396,0.02664092664092664
Davison County,SouthDakota,0500000US46035,19901,1355,13041.0,2392,22,29342.0,18445,94.2,0.06860826522389778,0.0
Jerauld County,SouthDakota,0500000US46073,2029,47,1509.0,223,8,38650.0,1861,93.7,0.028353326063249727,0.0
Stanley County,SouthDakota,0500000US46117,2997,411,2432.0,364,0,35936.0,2812,94.4,0.014240506329113924,0.0
Potter County,SouthDakota,0500000US46107,2326,145,1566.0,264,14,31467.0,2124,94.6,0.0070140280561122245,0.0
Charles Mix County,SouthDakota,0500000US46023,9344,3397,4950.0,790,8,21787.0,7362,81.0,0.06297709923664122,0.011450381679389313
Marshall County,SouthDakota,0500000US46091,4895,696,3642.0,612,112,31307.0,4435,91.8,0.03544575725026853,0.00644468313641246
Moody County,SouthDakota,0500000US46101,6506,1296,4301.0,726,69,29142.0,5761,89.3,0.032245827010622154,0.004931714719271623
Todd County,SouthDakota,0500000US46121,10146,9197,2536.0,467,63,10931.0,7025,69.5,0.21642619311875694,0.0436551979282279
Lyman County,SouthDakota,0500000US46085,3869,1646,2153.0,350,5,22097.0,3183,82.9,0.06196581196581197,0.010683760683760684
Spink County,SouthDakota,0500000US46115,6543,224,4589.0,755,32,33597.0,5984,93.3,0.03529411764705882,0.012523719165085389
Brookings County,SouthDakota,0500000US46011,34239,2571,21245.0,4584,451,27968.0,32046,94.0,0.04732058915700407,0.00266374177373864
Hamlin County,SouthDakota,0500000US46057,6000,195,4339.0,575,124,27777.0,5535,94.8,0.03476297968397291,0.016252821670428894
Houston County,Tennessee,0500000US47083,8176,595,4408.0,436,17,21866.0,7192,90.3,0.05368671423717295,0.007475365273530411
Hardin County,Tennessee,0500000US47071,25771,1492,14267.0,1748,237,22905.0,22453,88.6,0.06496542320054544,0.014220317522158372
Hardeman County,Tennessee,0500000US47069,25562,11322,10993.0,1318,133,17352.0,19452,89.1,0.07016952958347367,0.0040417649040080834
Polk County,Tennessee,0500000US47139,16782,614,9782.0,753,28,24667.0,14706,88.9,0.05101465614430665,0.012965050732807215
White County,Tennessee,0500000US47185,26580,1081,12929.0,1618,35,20973.0,23214,88.7,0.04974374434730178,0.017485679831172746
Unicoi County,Tennessee,0500000US47171,17780,624,9359.0,1389,265,22700.0,15698,90.1,0.05544475468687674,0.010238000265922085
Weakley County,Tennessee,0500000US47183,33626,3863,17405.0,2971,184,21641.0,29980,90.3,0.06982726938625505,0.010143329658213893
Bledsoe County,Tennessee,0500000US47007,14602,1386,7073.0,944,298,23453.0,11695,87.0,0.058108386565011334,0.014011951370286421
Coffee County,Tennessee,0500000US47031,54531,5022,33004.0,4647,680,25637.0,48653,90.3,0.03708499028946638,0.009248127254231018
Hawkins County,Tennessee,0500000US47073,56402,2277,30948.0,3856,319,23801.0,50649,90.8,0.061380197171024435,0.007586798114016288
Macon County,Tennessee,0500000US47111,23487,854,13080.0,921,289,21972.0,20586,89.0,0.03618778526407303,0.009454466420343404
Robertson County,Tennessee,0500000US47147,69344,8327,48338.0,5970,1724,28425.0,62284,91.0,0.037379864502914764,0.010871277769024737
Cheatham County,Tennessee,0500000US47021,39929,1990,27455.0,3462,355,26719.0,35822,90.5,0.03156768325307651,0.01110219368646335
Giles County,Tennessee,0500000US47055,29167,4045,17523.0,2053,180,23877.0,26003,90.5,0.04819067501739736,0.007654836464857342
Madison County,Tennessee,0500000US47113,97682,40405,57442.0,10912,1303,25555.0,87480,90.7,0.08598160566142755,0.006944260383259562
Pickett County,Tennessee,0500000US47137,5088,37,2816.0,216,10,23250.0,4683,93.6,0.04418394950405771,0.013525698827772768
Wayne County,Tennessee,0500000US47181,16649,1338,8158.0,757,40,19350.0,12967,88.8,0.05945582801477998,0.010413167618407793
Bedford County,Tennessee,0500000US47003,47558,7539,27021.0,3581,1939,23988.0,41863,88.7,0.048690913398886385,0.011728468190972634
Cumberland County,Tennessee,0500000US47035,58634,1839,34572.0,5235,459,24985.0,52396,90.3,0.049039334043476546,0.011756815402217225
Claiborne County,Tennessee,0500000US47025,31613,1106,16233.0,2041,160,20753.0,28582,92.2,0.06194289167547968,0.011935337664299743
Humphreys County,Tennessee,0500000US47085,18318,1163,11017.0,1062,38,23636.0,16343,90.3,0.0457859434237387,0.003353747448235637
Putnam County,Tennessee,0500000US47141,76440,4872,41521.0,7602,1660,23873.0,68828,91.1,0.05843780135004822,0.006107360977177756
Stewart County,Tennessee,0500000US47161,13301,785,8076.0,874,19,22601.0,11776,90.0,0.0329775066717499,0.014677849790316432
Decatur County,Tennessee,0500000US47039,11683,807,6203.0,757,13,24337.0,10484,91.6,0.0536448193813541,0.003244646333549643
McNairy County,Tennessee,0500000US47109,25903,2172,12977.0,1421,106,20236.0,22456,87.8,0.062362801835960886,0.00808221911794053
Martin County,Texas,0500000US48317,5614,962,3831.0,477,281,29225.0,4845,87.4,0.0,0.038130381303813035
Bradley County,Tennessee,0500000US47011,104557,10080,63854.0,9457,2246,26319.0,91256,88.2,0.05441767068273092,0.008308232931726908
Kimble County,Texas,0500000US48267,4408,479,2414.0,403,171,28899.0,3355,77.0,0.04568788501026694,0.008213552361396304
Van Zandt County,Texas,0500000US48467,54368,3810,35002.0,4693,1064,26151.0,44481,82.8,0.04083609482538873,0.019423910272750446
Yoakum County,Texas,0500000US48501,8571,364,6497.0,598,1591,26519.0,6649,77.6,0.03587443946188341,0.04857997010463378
Red River County,Texas,0500000US48387,12275,2563,6801.0,851,164,21666.0,10323,85.5,0.05467511885895404,0.003961965134706815
Sutton County,Texas,0500000US48435,3865,1364,2774.0,372,418,29360.0,3169,82.4,0.03975741239892183,0.05256064690026954
Upshur County,Texas,0500000US48459,40769,5718,26765.0,3316,879,24458.0,33423,83.1,0.04011114277571958,0.02037617554858934
Wharton County,Texas,0500000US48481,41551,7802,23881.0,2884,3392,26281.0,33706,81.8,0.06017304667016256,0.03231515469323545
Borden County,Texas,0500000US48033,665,14,562.0,107,0,33781.0,634,95.3,0.019157088122605363,0.0
Marion County,Texas,0500000US48315,10083,2719,5165.0,806,160,27052.0,8722,87.6,0.047544292442251626,0.015250056066382597
Grayson County,Texas,0500000US48181,128560,17081,82815.0,12152,5004,27276.0,105716,83.1,0.047334070104468585,0.012907396209103989
Palo Pinto County,Texas,0500000US48363,28317,2263,16478.0,2263,1302,24983.0,22853,81.4,0.06846392552366175,0.026861908456167573
DeWitt County,Texas,0500000US48123,20435,6861,11287.0,1340,684,28728.0,16089,87.0,0.048250564334085776,0.03301354401805869
Callahan County,Texas,0500000US48059,13770,725,8408.0,1367,121,24537.0,11151,81.5,0.029328821206993795,0.015604436924233878
Gregg County,Texas,0500000US48183,123494,31525,69357.0,11393,7276,25839.0,98319,81.0,0.07074145655802512,0.016054642888517965
Lubbock County,Texas,0500000US48303,301454,56830,174585.0,32380,8797,27089.0,257051,86.5,0.05564915095601016,0.010750100280786202
Kaufman County,Texas,0500000US48257,118910,21394,82361.0,10351,6081,27411.0,99986,84.9,0.03920886414730757,0.016727331120865004
Floyd County,Texas,0500000US48153,5872,412,3228.0,465,473,23308.0,4525,77.6,0.05283505154639175,0.020618556701030927
Chambers County,Texas,0500000US48071,40292,4827,28941.0,3739,2323,34372.0,34357,85.7,0.04346219232759258,0.011309039840342967
Bell County,Texas,0500000US48027,342236,125033,213756.0,33194,13103,25911.0,283732,88.2,0.056336856812568094,0.011443683934764349
Hutchinson County,Texas,0500000US48233,21571,2531,14333.0,1378,827,24725.0,17752,82.7,0.04853288833263802,0.02058128215825337
Orange County,Texas,0500000US48361,84047,10490,56279.0,6604,1294,28826.0,70470,84.6,0.05780111913470255,0.017130888743005408
Winkler County,Texas,0500000US48495,7802,918,5014.0,306,959,24217.0,6046,78.5,0.059875583203732506,0.022161741835147745
Burnet County,Texas,0500000US48053,45750,3658,31647.0,5482,2079,30507.0,38384,84.8,0.041723544424001426,0.01620274200249273
Dallas County,Texas,0500000US48113,2586552,990987,1540719.0,322294,379983,31219.0,2027479,79.0,0.06927358832020024,0.020037589558649743
McMullen County,Texas,0500000US48311,662,10,488.0,42,20,32556.0,581,87.8,0.04035874439461883,0.03587443946188341
Johnson County,Texas,0500000US48251,163475,14870,110814.0,13928,6571,27667.0,135010,83.9,0.02477273935463293,0.02241596229156699
Hartley County,Texas,0500000US48205,5767,1042,2868.0,553,336,20480.0,3508,83.1,0.001784651992861392,0.015466983938132063
Limestone County,Texas,0500000US48293,23515,5631,11889.0,1609,1860,21822.0,17953,79.2,0.058146651976986166,0.033419023136246784
Parker County,Texas,0500000US48367,129802,8849,98133.0,16074,3271,34705.0,110622,86.1,0.026189131171619025,0.02124053779233985
Culberson County,Texas,0500000US48109,2241,407,992.0,113,216,15873.0,1770,79.3,0.06901615271659324,0.027900146842878122
Garza County,Texas,0500000US48169,6288,1054,2757.0,454,1546,19177.0,3633,82.5,0.042997542997543,0.0018427518427518428
Travis County,Texas,0500000US48453,1203166,318527,838408.0,252655,111167,41049.0,1033927,86.5,0.05323413685101334,0.011370080526256095
Collingsworth County,Texas,0500000US48087,2996,650,1517.0,277,216,22880.0,2266,77.4,0.07014218009478673,0.04454976303317536
Lamb County,Texas,0500000US48279,13262,1599,6487.0,950,1282,21506.0,10062,77.0,0.08203618005889778,0.01724863273033235
Loving County,Texas,0500000US48301,102,3,83.0,0,6,23546.0,91,89.2,0.0,0.21212121212121213
Prentiss County,Mississippi,0500000US28117,25360,4170,11773.0,1205,114,19693.0,21904,87.4,0.07362485370784126,0.002127885945313331
Jackson County,Mississippi,0500000US28059,142014,40689,91176.0,12496,2101,25341.0,121362,86.5,0.039783001808318265,0.005580509051313461
Tunica County,Mississippi,0500000US28143,10170,8204,4355.0,808,137,19115.0,8584,85.4,0.09409079381181841,0.011919857976160284
Claiborne County,Mississippi,0500000US28021,9120,8054,2933.0,536,34,13503.0,7590,83.7,0.1043536058491193,0.03821867730142905
Lauderdale County,Mississippi,0500000US28075,77323,35290,39546.0,6358,908,23741.0,65057,87.7,0.08470175675220015,0.0066088950332130695
Simpson County,Mississippi,0500000US28127,27073,10337,12993.0,1557,46,20495.0,22946,86.6,0.07424420467898729,0.015810276679841896
Attala County,Mississippi,0500000US28007,18581,8555,8258.0,1143,62,20936.0,16253,88.9,0.10239865338757188,0.021882451956796185
Coahoma County,Mississippi,0500000US28027,23802,18754,8886.0,1683,8,17518.0,20456,87.1,0.12740164684354988,0.0054894784995425435
Walthall County,Mississippi,0500000US28147,14601,6867,6645.0,716,61,20337.0,11860,82.0,0.05560443427767024,0.02058771775470702
Pontotoc County,Mississippi,0500000US28115,31315,6768,17870.0,2179,703,20401.0,26022,83.8,0.05765665554319614,0.01557285873192436
Alcorn County,Mississippi,0500000US28003,37180,5591,19585.0,2564,447,21321.0,30978,84.7,0.04247689973796718,0.007860984691766652
DeSoto County,Mississippi,0500000US28033,176132,56302,130690.0,18701,3082,29190.0,159504,91.1,0.031138245433164728,0.010760655948967428
Mercer County,Missouri,0500000US29129,3664,114,2253.0,262,13,22097.0,2986,82.8,0.05429864253393665,0.017345399698340876
Clay County,Missouri,0500000US29047,239164,34248,183646.0,35572,3818,33342.0,219949,92.6,0.042543058093814035,0.005604474718945561
Dent County,Missouri,0500000US29065,15504,683,8591.0,1010,20,22581.0,12821,83.7,0.06857142857142857,0.015396825396825397
Worth County,Missouri,0500000US29227,2040,59,1299.0,181,8,24159.0,1853,93.1,0.029205607476635514,0.0
St. Louis city,Missouri,0500000US29510,311273,167317,166595.0,42151,7185,28478.0,270728,88.3,0.20268413370830515,0.0048200491260546085
Butler County,Missouri,0500000US29023,42733,3993,22299.0,2480,41,21286.0,36756,87.4,0.07849850217032463,0.0038515620223757412
Holt County,Missouri,0500000US29087,4456,148,2721.0,453,22,25517.0,3961,91.3,0.08365758754863813,0.0024319066147859923
Montgomery County,Missouri,0500000US29139,11545,579,6533.0,719,47,22980.0,10120,90.2,0.04130034757718258,0.014107544469433653
Stoddard County,Missouri,0500000US29207,29512,848,16167.0,1861,55,22205.0,25696,88.4,0.06453269428277987,0.010184868195823349
Washington County,Missouri,0500000US29221,24931,1192,11671.0,1027,20,18915.0,20630,86.6,0.06034671933289445,0.018652622339258285
DeKalb County,Missouri,0500000US29063,12564,1768,5916.0,1109,11,19524.0,8433,92.6,0.06715634837355719,0.009706190975865687
Lafayette County,Missouri,0500000US29107,32589,1950,21293.0,2893,156,28056.0,29431,91.6,0.06659464464850683,0.006636314530442164
Schuyler County,Missouri,0500000US29197,4502,119,2485.0,192,4,19316.0,3687,82.9,0.05100755667506297,0.004408060453400504
Camden County,Missouri,0500000US29029,45096,1633,29890.0,4685,544,27385.0,38404,86.1,0.033983598409542744,0.002298707753479125
Jasper County,Missouri,0500000US29097,119238,11494,69668.0,12773,3105,24086.0,102923,87.0,0.0627913656348733,0.009367888469101434
McDonald County,Missouri,0500000US29119,22827,2858,11236.0,1171,1085,20270.0,18312,80.8,0.05573366214549939,0.021208384710234278
Polk County,Missouri,0500000US29167,31549,1432,17672.0,2498,73,22575.0,27264,87.6,0.05477199965388942,0.0154884485593147
Reynolds County,Missouri,0500000US29179,6315,312,3434.0,378,0,22693.0,5394,87.6,0.05344958301743745,0.006823351023502654
Scott County,Missouri,0500000US29201,38729,5725,21646.0,2374,227,23185.0,33603,87.9,0.06520611874513871,0.010889292196007259
Barton County,Missouri,0500000US29011,11850,689,6596.0,998,56,25938.0,10589,90.3,0.08943419184749543,0.005678361387142568
Cole County,Missouri,0500000US29051,76740,12521,52547.0,11286,486,29433.0,66538,91.3,0.06803590036639887,0.007966654341322398
Gasconade County,Missouri,0500000US29073,14746,392,10162.0,1244,22,27240.0,13527,93.3,0.038914323086984955,0.0032701111837802484
Macon County,Missouri,0500000US29121,15254,839,8577.0,1118,63,21118.0,13285,88.6,0.06911190354898965,0.008660213958227204
Pemiscot County,Missouri,0500000US29155,17031,5094,7788.0,840,52,19876.0,14548,86.3,0.14214755295836376,0.003360116873630387
Shannon County,Missouri,0500000US29203,8246,370,3770.0,617,5,18066.0,6790,83.0,0.039079735266309486,0.013867002836432399
Douglas County,Missouri,0500000US29067,13374,164,6087.0,641,63,19164.0,11280,85.1,0.034334763948497854,0.019313304721030045
Henry County,Missouri,0500000US29083,21765,1010,12696.0,1631,100,25244.0,19074,88.6,0.06652897054027612,0.01391455592999239
Lawrence County,Missouri,0500000US29109,38133,1721,20931.0,2693,1095,22341.0,32458,86.4,0.0571076417419885,0.01896740619008491
Chouteau County,Montana,0500000US30015,5789,1307,3195.0,855,52,22661.0,4872,85.0,0.05851063829787234,0.011081560283687944
Lincoln County,Montana,0500000US30053,19358,986,10554.0,2178,162,24082.0,16813,87.7,0.04649473301852525,0.010291802881704807
Treasure County,Montana,0500000US30103,777,29,429.0,100,0,26348.0,739,95.1,0.03287671232876712,0.0
Sweet Grass County,Montana,0500000US30097,3653,150,2662.0,474,0,29649.0,3455,95.1,0.026502908855850032,0.005817711700064641
Prairie County,Montana,0500000US30079,1342,18,854.0,167,0,28087.0,1287,97.2,0.022222222222222223,0.0
Glacier County,Montana,0500000US30035,13699,9248,5968.0,995,29,17219.0,8393,61.8,0.06247008137865007,0.011967448539971278
Golden Valley County,Montana,0500000US30037,724,49,432.0,114,2,27476.0,638,88.1,0.005934718100890208,0.0
Stillwater County,Montana,0500000US30095,9410,394,7497.0,1219,72,32061.0,8693,92.9,0.03283100107642627,0.011033369214208827
Granite County,Montana,0500000US30039,3269,69,2153.0,400,0,29074.0,2906,89.8,0.02578125,0.01171875
