County,State,GEO_ID,Total Population,Minority Population,ratio_income_poverty (above 200% FPL),Total Bachelors Degree,Est Speak English Less than Well,Per Capita Income,Est Civilians Insured,Est Percent Civilians Insured,Percent Households without Vehicle,Household Level - More People than Rooms (%)
Mason County,Kentucky,0500000US21161,17153,1600,9535.0,1168,124,25658.0,15524,92.2,0.098196990016391,0.0014900908955446282
Mercer County,Kentucky,0500000US21167,21516,1514,13673.0,1538,207,25745.0,19945,93.4,0.06370318515925796,0.007233695018084237
Robertson County,Kentucky,0500000US21201,2143,20,1254.0,166,0,23467.0,1920,92.3,0.05321507760532151,0.0
Russell County,Kentucky,0500000US21207,17760,962,8940.0,976,213,19149.0,16007,91.1,0.06275793368436032,0.008396186139177458
Washington County,Kentucky,0500000US21229,12019,1287,7794.0,702,122,24570.0,10964,92.2,0.04842511249196486,0.005571030640668524
Ballard County,Kentucky,0500000US21007,8090,541,4869.0,447,7,25571.0,7213,90.5,0.07844408427876823,0.008103727714748784
Barren County,Kentucky,0500000US21009,43680,3229,22649.0,3058,481,20832.0,39564,92.1,0.0582964927792514,0.01237842617152962
Green County,Kentucky,0500000US21087,11023,556,5835.0,544,33,24098.0,10372,95.2,0.06717420510523958,0.009404388714733543
Hancock County,Kentucky,0500000US21091,8719,311,5888.0,348,76,23523.0,8306,95.9,0.040593759466828236,0.004544077552256892
Martin County,Kentucky,0500000US21159,11919,777,4869.0,434,33,15492.0,9875,93.4,0.09946498054474708,0.002188715953307393
Hardin County,Kentucky,0500000US21093,108095,22073,70962.0,9044,809,27666.0,98291,94.9,0.05745420933570091,0.006421638977402642
McLean County,Kentucky,0500000US21149,9331,227,5925.0,472,20,24557.0,8648,93.6,0.04819277108433735,0.010214772132006287
Ohio County,Kentucky,0500000US21183,24071,649,13195.0,1114,40,24231.0,22451,94.6,0.039003966505068315,0.009806081974438078
Powell County,Kentucky,0500000US21197,12321,398,6584.0,773,15,20397.0,11364,94.3,0.0753467191057752,0.0068308838749741255
Webster County,Kentucky,0500000US21233,13155,1195,7055.0,595,190,21880.0,11897,92.9,0.053266331658291456,0.018090452261306532
Caldwell County,Kentucky,0500000US21033,12727,984,8183.0,583,20,28500.0,11885,94.2,0.05119783616692426,0.005409582689335394
Casey County,Kentucky,0500000US21045,15796,427,7196.0,721,114,18285.0,13932,90.2,0.05924170616113744,0.008056872037914692
Christian County,Kentucky,0500000US21047,72263,20720,34832.0,4061,767,21770.0,57351,91.5,0.09348960361342575,0.004516782182073047
Grayson County,Kentucky,0500000US21085,26178,1102,13319.0,1098,69,20721.0,24453,94.6,0.06355541909732883,0.01381639545594105
Henry County,Kentucky,0500000US21103,15814,1056,9767.0,792,40,24519.0,14419,91.6,0.046007667944657445,0.010501750291715286
Hopkins County,Kentucky,0500000US21107,45664,4583,26768.0,2899,191,24190.0,41173,92.2,0.0668103448275862,0.005334051724137931
Jackson County,Kentucky,0500000US21109,13373,57,6342.0,689,0,17692.0,12728,95.9,0.08285976168652612,0.0056828597616865265
Laurel County,Kentucky,0500000US21125,60180,1806,30498.0,3341,164,21039.0,55801,94.0,0.06883659555751044,0.010424455685067077
Marshall County,Kentucky,0500000US21157,31166,716,21025.0,2239,44,27994.0,29195,95.4,0.0479462285287528,0.012322628827483197
Meade County,Kentucky,0500000US21163,28326,2348,19183.0,2027,130,28078.0,25800,94.4,0.03628501598044745,0.022466629065613836
Montgomery County,Kentucky,0500000US21173,27759,1449,15014.0,1859,162,21877.0,25412,92.7,0.05796409472880061,0.012796027501909855
Nicholas County,Kentucky,0500000US21181,7100,246,3480.0,261,68,22472.0,6352,90.7,0.11098737936154417,0.022642910170749816
Oldham County,Kentucky,0500000US21185,65374,5752,53685.0,10775,556,40779.0,59682,97.0,0.01996816669078281,0.008392417884531905
Owen County,Kentucky,0500000US21187,10741,425,5542.0,486,14,23045.0,10155,95.2,0.031114511604182608,0.018617699566437135
Rockcastle County,Kentucky,0500000US21203,16827,323,9008.0,763,15,19913.0,15785,95.4,0.10084291187739464,0.0038314176245210726
Scott County,Kentucky,0500000US21209,53517,6361,38794.0,5968,884,31505.0,49922,93.8,0.04518459863406909,0.01360981886568346
Warren County,Kentucky,0500000US21227,126427,23291,74596.0,14255,4128,27322.0,117640,94.0,0.05984048194815663,0.00532433923041025
Allen County,Kentucky,0500000US21003,20794,973,11395.0,1315,130,21262.0,19018,92.3,0.057814733012862156,0.009744056125763284
Bourbon County,Kentucky,0500000US21017,20144,1928,12232.0,1613,586,27477.0,18340,92.2,0.05856299212598425,0.008735236220472441
Boyd County,Kentucky,0500000US21019,48091,2656,28302.0,3929,159,25467.0,43342,93.8,0.08793488669007342,0.00308543462070433
Bullitt County,Kentucky,0500000US21029,79466,3164,58526.0,5046,309,27423.0,75929,96.0,0.025566827806904065,0.010859944168312112
Crittenden County,Kentucky,0500000US21055,9083,311,5189.0,504,49,24011.0,7955,89.7,0.08395061728395062,0.00850480109739369
Fayette County,Kentucky,0500000US21067,318734,78470,198610.0,50134,10225,32965.0,291090,92.7,0.07870751362514168,0.0034780988463270343
Fulton County,Kentucky,0500000US21075,6210,1727,2699.0,353,12,19043.0,5436,94.4,0.187797147385103,0.0
Johnson County,Kentucky,0500000US21115,22843,607,12357.0,1384,95,21089.0,21431,95.9,0.12235321048414788,0.0037770401739727595
Menifee County,Kentucky,0500000US21165,6405,36,3458.0,344,0,19825.0,6104,96.4,0.07713073659853452,0.014654839953721558
Clay County,Kentucky,0500000US21051,20621,1312,7035.0,626,102,15063.0,17670,91.9,0.13193442622950818,0.011147540983606558
Morgan County,Kentucky,0500000US21175,13285,840,5549.0,693,0,17307.0,10969,94.1,0.06655909640984267,0.006655909640984268
Perry County,Kentucky,0500000US21193,26917,1077,12144.0,978,11,20140.0,24734,94.0,0.12746151092015753,0.01870748299319728
Wolfe County,Kentucky,0500000US21237,7223,85,2916.0,111,0,14113.0,6739,95.3,0.20802271920482784,0.0039048633297834577
Bell County,Kentucky,0500000US21013,27188,1268,9547.0,755,59,15279.0,24972,94.6,0.14250457038391226,0.009049360146252286
Breathitt County,Kentucky,0500000US21025,13116,337,4693.0,605,13,17729.0,12459,96.0,0.15107102593010147,0.017474633596392335
Graves County,Kentucky,0500000US21083,37294,3570,22370.0,2442,861,23189.0,34381,93.1,0.08215962441314555,0.009320629660314831
Hart County,Kentucky,0500000US21099,18627,1241,9448.0,825,46,20421.0,16725,91.1,0.12652167966078512,0.010942415538230063
Wayne County,Kentucky,0500000US21231,20609,1076,9593.0,1084,133,19130.0,18329,90.2,0.09377727896246414,0.018580870432722284
Marion County,Kentucky,0500000US21155,19232,2014,10195.0,881,152,21659.0,17290,93.6,0.0779551858312089,0.018247685495773516
Trigg County,Kentucky,0500000US21221,14344,1384,9924.0,1114,107,26893.0,12871,90.4,0.05393634840871022,0.01373534338358459
Boone County,Kentucky,0500000US21015,129095,11893,101421.0,17261,2274,34433.0,122211,95.4,0.031980001723989314,0.005861563658305318
Leslie County,Kentucky,0500000US21131,10472,243,4614.0,478,0,15691.0,9722,95.5,0.12029363012076723,0.01918067724366564
Knox County,Kentucky,0500000US21121,31467,1023,12271.0,1214,44,17498.0,29063,93.4,0.11287693561532193,0.008883455582722086
Lawrence County,Kentucky,0500000US21127,15783,394,7142.0,579,74,18199.0,14249,90.9,0.07824042981867024,0.01544660846205507
Livingston County,Kentucky,0500000US21139,9263,243,5740.0,493,0,27338.0,8852,96.2,0.05772624149231157,0.007058230400806655
Pike County,Kentucky,0500000US21195,60483,1514,30215.0,2741,80,21646.0,56296,94.2,0.07839180378764359,0.010245265445513815
Shelby County,Kentucky,0500000US21211,46786,5799,30800.0,4525,1751,30932.0,41572,91.1,0.035910435149978874,0.0129156859194882
Anderson County,Kentucky,0500000US21005,22214,1055,14454.0,1905,174,26339.0,21218,96.0,0.04010664193810131,0.014489393763764924
Breckinridge County,Kentucky,0500000US21027,20080,916,11757.0,867,121,22521.0,18261,92.1,0.0755700325732899,0.023843648208469057
Franklin County,Kentucky,0500000US21073,50296,8769,35171.0,6591,842,28801.0,45533,91.9,0.06649101796407185,0.007425149700598803
Kenton County,Kentucky,0500000US21117,164688,16371,116592.0,21360,1808,31811.0,153547,94.1,0.0803727431566686,0.005965779407829495
Madison County,Kentucky,0500000US21151,89700,7743,52837.0,10003,624,24553.0,84072,94.6,0.053236630653946855,0.0038821511330464353
Magoffin County,Kentucky,0500000US21153,12666,9,5547.0,410,0,18233.0,11912,95.0,0.09480723839496459,0.02065302911093627
Owsley County,Kentucky,0500000US21189,4463,81,1903.0,251,0,17766.0,4286,97.8,0.12079326923076923,0.01201923076923077
Simpson County,Kentucky,0500000US21213,18063,2594,11155.0,1102,160,23991.0,16473,93.0,0.029939253688168934,0.0046282904252241824
Taylor County,Kentucky,0500000US21217,25500,2300,13058.0,1725,68,20966.0,23710,94.5,0.08441017090454356,0.00531471446436015
Todd County,Kentucky,0500000US21219,12350,1502,6651.0,588,210,23188.0,10263,84.7,0.10229466009007077,0.024876688826935448
Carlisle County,Kentucky,0500000US21039,4841,226,2590.0,310,11,24943.0,4556,95.3,0.053465346534653464,0.008415841584158416
Clinton County,Kentucky,0500000US21053,10211,240,4386.0,429,16,20235.0,9198,91.5,0.07900912646675358,0.0041720990873533245
Gallatin County,Kentucky,0500000US21077,8703,569,4901.0,520,132,23043.0,7804,90.8,0.0585746827204686,0.013342011064106736
Garrard County,Kentucky,0500000US21079,17328,672,11143.0,1172,67,25751.0,15934,92.5,0.047486442913674334,0.01890663930822219
Fleming County,Kentucky,0500000US21069,14479,549,8217.0,739,161,23482.0,13048,90.1,0.06878396739130435,0.017323369565217392
Campbell County,Kentucky,0500000US21037,92267,5740,63205.0,13579,371,32225.0,86524,95.4,0.07918365098600859,0.005673680731519224
Vermilion Parish,Louisiana,0500000US22113,59867,11134,36702.0,4195,1127,24546.0,53403,89.9,0.06712278106508876,0.024084689349112426
St. Charles Parish,Louisiana,0500000US22089,52724,15949,38620.0,6467,846,31567.0,47837,91.9,0.0440251572327044,0.009540560707813665
Concordia Parish,Louisiana,0500000US22029,20021,8442,8251.0,1168,102,19172.0,14637,81.0,0.100664767331434,0.013702347035680369
Tensas Parish,Louisiana,0500000US22107,4666,2573,1483.0,236,17,14569.0,3647,78.5,0.14246575342465753,0.009315068493150684
St. James Parish,Louisiana,0500000US22093,21357,11012,13175.0,1479,62,25830.0,18836,89.1,0.09739438401214268,0.02807993928661776
Grant Parish,Louisiana,0500000US22043,22348,4797,10617.0,977,380,18082.0,17437,91.2,0.04206610387752182,0.012734296752038918
Jefferson Parish,Louisiana,0500000US22051,435300,161905,282889.0,53402,30213,29776.0,379411,87.9,0.07283815388258977,0.006057017673702596
Bienville Parish,Louisiana,0500000US22013,13668,6219,6347.0,762,35,20866.0,11812,88.5,0.12695179904955872,0.01883910386965377
Bossier Parish,Louisiana,0500000US22015,126131,35183,80292.0,13908,1973,27924.0,109954,91.4,0.04480356303757125,0.007947371646883363
Cameron Parish,Louisiana,0500000US22023,6868,460,4700.0,425,203,29000.0,6121,89.5,0.009565857247976454,0.03421633554083885
East Feliciana Parish,Louisiana,0500000US22037,19499,8937,9445.0,1269,91,20927.0,14571,90.5,0.05903240124278739,0.03743157271785767
St. John the Baptist Parish,Louisiana,0500000US22095,43446,26240,26926.0,3093,654,25942.0,37917,88.6,0.07017771435983915,0.014982488001037748
Plaquemines Parish,Louisiana,0500000US22075,23373,7502,14942.0,2055,707,26818.0,20346,91.2,0.05568787569468073,0.011908812521265737
Ouachita Parish,Louisiana,0500000US22073,156075,62851,81813.0,16301,779,23663.0,134033,88.9,0.09192746004304414,0.0059450305189994
Rapides Parish,Louisiana,0500000US22079,131546,47772,75699.0,11037,1396,24478.0,115106,89.5,0.09685416666666667,0.008125
Washington Parish,Louisiana,0500000US22117,46457,15323,22011.0,2525,983,18971.0,38513,86.3,0.09309569129607198,0.014766107169637192
St. Landry Parish,Louisiana,0500000US22097,83449,36539,40145.0,5158,708,19647.0,72843,88.4,0.09998670831394962,0.015218980527679936
Tangipahoa Parish,Louisiana,0500000US22105,130504,42922,71542.0,11642,1453,24004.0,115248,88.8,0.06703557977570644,0.010983230584720264
Acadia Parish,Louisiana,0500000US22001,62568,13097,33907.0,3880,851,22784.0,54564,88.5,0.08176741712462329,0.01134550611593689
St. Mary Parish,Louisiana,0500000US22101,51734,20565,28007.0,2574,1487,22364.0,45719,89.8,0.07943262411347518,0.01524822695035461
West Carroll Parish,Louisiana,0500000US22123,11180,2188,5556.0,585,66,22922.0,8870,83.4,0.038604305864884926,0.007423904974016332
St. Tammany Parish,Louisiana,0500000US22103,252093,42970,183416.0,37721,5634,34201.0,227950,91.3,0.03624898070127752,0.00812177222071215
Union Parish,Louisiana,0500000US22111,22475,6449,13447.0,1678,259,22979.0,19331,88.0,0.07172449508026929,0.01696012428793371
Caldwell Parish,Louisiana,0500000US22021,9996,1785,4942.0,667,184,20574.0,7983,84.1,0.09271884374147804,0.018271066266703027
Lafayette Parish,Louisiana,0500000US22055,240091,72744,150317.0,35734,4952,30988.0,212212,89.2,0.06943248791470763,0.010297331302562744
Caddo Parish,Louisiana,0500000US22017,248361,133152,133410.0,24408,1524,25902.0,218957,89.7,0.10563511830635118,0.0045662100456621
East Carroll Parish,Louisiana,0500000US22035,7225,5120,1327.0,319,10,17698.0,4096,88.7,0.18857408267533673,0.0018578727357176034
Ascension Parish,Louisiana,0500000US22005,121176,32780,90818.0,14368,2008,32961.0,111373,92.5,0.03962578255058735,0.011137424089662125
Iberia Parish,Louisiana,0500000US22045,72691,28282,40935.0,4265,1572,23156.0,63561,88.4,0.10083259793577101,0.021793346890227525
